row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,revenue,units_sold,price,competitor_price,discount_percentage,sales_date,market_average_value_x,market_average_value_y,avg_market_sales_x,avg_market_quantity_x,avg_market_sales_y,avg_market_quantity_y
6358,CA-2017-139080,1/23/2017,1/28/2017,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,25.92,4,0.0,12.4416,25.92,4,6.48,6.804000000000001,0.0,1/23/2017,0.0,0.0,0.0,0.0,,
6359,CA-2017-139080,1/23/2017,1/28/2017,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,6.48,1,0.0,3.1104,6.48,1,6.48,6.804000000000001,0.0,1/23/2017,0.0,0.0,0.0,0.0,,
6360,CA-2017-139080,1/23/2017,1/28/2017,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,98103,West,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,86.352,6,0.2,8.6352,86.352,6,14.392000000000001,15.111600000000003,20.0,1/23/2017,0.0,0.0,0.0,0.0,,
6361,CA-2015-115693,12/10/2015,12/15/2015,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Los Angeles,California,90032,West,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,0.0,15.764,56.3,2,28.15,29.5575,0.0,12/10/2015,0.0,0.0,0.0,0.0,,
6362,US-2014-107993,11/25/2014,11/30/2014,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Springfield,Oregon,97477,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,51.016,7,0.2,8.2901,51.016,7,7.287999999999999,7.6524,20.0,11/25/2014,0.0,0.0,0.0,0.0,,
6363,CA-2017-110443,11/21/2017,11/25/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Renton,Washington,98059,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,150.8,5,0.2,56.55,150.8,5,30.160000000000004,31.668000000000006,20.0,11/21/2017,0.0,0.0,0.0,0.0,,
6364,CA-2017-110443,11/21/2017,11/25/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Renton,Washington,98059,West,TEC-MA-10002073,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White",1039.992,1,0.2,103.9992,1039.992,1,1039.992,1091.9916,20.0,11/21/2017,0.0,0.0,0.0,0.0,,
6365,CA-2017-110443,11/21/2017,11/25/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Renton,Washington,98059,West,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,51.84,8,0.0,24.8832,51.84,8,6.48,6.804000000000001,0.0,11/21/2017,0.0,0.0,0.0,0.0,,
6366,CA-2017-144848,4/4/2017,4/5/2017,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009,East,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,41.22,1,0.0,11.1294,41.22,1,41.22,43.281,0.0,4/4/2017,0.0,0.0,0.0,0.0,,
6367,CA-2017-144848,4/4/2017,4/5/2017,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,240.37,1,0.0,7.2111,240.37,1,240.37,252.38850000000002,0.0,4/4/2017,0.0,0.0,0.0,0.0,,
6368,CA-2017-144848,4/4/2017,4/5/2017,First Class,DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009,East,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,119.02,2,0.0,33.3256,119.02,2,59.51,62.4855,0.0,4/4/2017,0.0,0.0,0.0,0.0,,
6369,US-2017-147998,5/19/2017,5/24/2017,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,San Jose,California,95123,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,133.12,5,0.2,49.92,133.12,5,26.624000000000002,27.955200000000005,20.0,5/19/2017,0.0,0.0,0.0,0.0,,
6370,CA-2016-103919,10/3/2016,10/7/2016,Standard Class,TP-21565,Tracy Poddar,Corporate,United States,Grand Prairie,Texas,75051,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",38.08,5,0.6,-29.512,38.08,5,7.616,7.9968,60.0,10/3/2016,0.0,0.0,0.0,0.0,,
6371,CA-2016-113425,11/21/2016,11/21/2016,Same Day,JK-16120,Julie Kriz,Home Office,United States,New York City,New York,10009,East,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",113.568,2,0.2,12.7764,113.568,2,56.784,59.623200000000004,20.0,11/21/2016,0.0,0.0,0.0,0.0,,
6372,CA-2017-143035,10/3/2017,10/5/2017,Second Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,10009,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,83.92,4,0.0,21.8192,83.92,4,20.98,22.029,0.0,10/3/2017,0.0,0.0,0.0,0.0,,
6373,CA-2017-143035,10/3/2017,10/5/2017,Second Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,10009,East,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",6.63,3,0.0,3.1161,6.63,3,2.21,2.3205,0.0,10/3/2017,0.0,0.0,0.0,0.0,,
6374,CA-2017-143035,10/3/2017,10/5/2017,Second Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,10009,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,0.0,66.9546,371.97,3,123.99000000000001,130.1895,0.0,10/3/2017,0.0,0.0,0.0,0.0,,
6375,CA-2014-107811,4/29/2014,5/3/2014,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Memphis,Tennessee,38109,South,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,561.584,2,0.2,70.198,561.584,2,280.792,294.8316,20.0,4/29/2014,0.0,0.0,0.0,0.0,,
6376,CA-2014-107811,4/29/2014,5/3/2014,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Memphis,Tennessee,38109,South,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,99.92,5,0.2,-1.249,99.92,5,19.984,20.983200000000004,20.0,4/29/2014,0.0,0.0,0.0,0.0,,
6377,CA-2016-163216,10/7/2016,10/10/2016,First Class,AW-10930,Arthur Wiediger,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10000134,Office Supplies,Labels,Avery 511,4.928,2,0.2,1.7248,4.928,2,2.464,2.5872,20.0,10/7/2016,0.0,0.0,0.0,0.0,,
6378,US-2016-116442,12/15/2016,12/22/2016,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2,0.0,4.2804,14.76,2,7.38,7.7490000000000006,0.0,12/15/2016,0.0,0.0,0.0,0.0,,
6379,CA-2017-150623,4/10/2017,4/14/2017,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Waterbury,Connecticut,6708,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,99.99,1,0.0,41.9958,99.99,1,99.99,104.98949999999999,0.0,4/10/2017,0.0,0.0,0.0,0.0,,
6380,CA-2017-150623,4/10/2017,4/14/2017,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Waterbury,Connecticut,6708,East,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,286.15,5,0.0,71.5375,286.15,5,57.23,60.091499999999996,0.0,4/10/2017,0.0,0.0,0.0,0.0,,
6381,US-2014-163797,4/8/2014,4/13/2014,Standard Class,PC-19000,Pauline Chand,Home Office,United States,Chandler,Arizona,85224,West,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",49.792,8,0.2,-11.8256,49.792,8,6.224,6.535200000000001,20.0,4/8/2014,0.0,0.0,0.0,0.0,,
6382,CA-2016-127236,3/29/2016,4/2/2016,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Springfield,Ohio,45503,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",299.975,5,0.5,-167.986,299.975,5,59.995000000000005,62.99475000000001,50.0,3/29/2016,0.0,0.0,0.0,0.0,,
6383,CA-2016-127236,3/29/2016,4/2/2016,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Springfield,Ohio,45503,East,TEC-PH-10000141,Technology,Phones,Clearsounds A400,158.376,4,0.4,-36.9544,158.376,4,39.594,41.5737,40.0,3/29/2016,0.0,0.0,0.0,0.0,,
6384,US-2017-104661,1/15/2017,1/18/2017,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32.784,4,0.8,-52.4544,32.784,4,8.196,8.6058,80.0,1/15/2017,0.0,0.0,0.0,0.0,,
6385,US-2017-104661,1/15/2017,1/18/2017,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,0.2,14.3952,47.984,2,23.992,25.1916,20.0,1/15/2017,0.0,0.0,0.0,0.0,,
6386,US-2017-104661,1/15/2017,1/18/2017,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",62.592,8,0.2,13.3008,62.592,8,7.824,8.2152,20.0,1/15/2017,0.0,0.0,0.0,0.0,,
6387,US-2017-104661,1/15/2017,1/18/2017,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,4.276,1,0.8,-6.6278,4.276,1,4.276,4.4898,80.0,1/15/2017,0.0,0.0,0.0,0.0,,
6388,CA-2014-134103,1/30/2014,2/4/2014,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,2,0.0,4.752,10.56,2,5.28,5.5440000000000005,0.0,1/30/2014,0.0,0.0,0.0,0.0,,
6389,CA-2014-134103,1/30/2014,2/4/2014,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,229.94,2,0.0,6.8982,229.94,2,114.97,120.7185,0.0,1/30/2014,0.0,0.0,0.0,0.0,,
6390,CA-2015-147529,2/7/2015,2/11/2015,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Virginia,22153,South,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,311.15,5,0.0,146.2405,311.15,5,62.23,65.3415,0.0,2/7/2015,0.0,0.0,0.0,0.0,,
6391,CA-2015-147529,2/7/2015,2/11/2015,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Virginia,22153,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,2,0.0,6.3504,12.96,2,6.48,6.804000000000001,0.0,2/7/2015,0.0,0.0,0.0,0.0,,
6392,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,2,0.0,6.7252,14.62,2,7.31,7.6754999999999995,0.0,12/14/2016,0.0,0.0,0.0,0.0,,
6393,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,OFF-LA-10003190,Office Supplies,Labels,Avery 474,5.76,2,0.0,2.8224,5.76,2,2.88,3.024,0.0,12/14/2016,0.0,0.0,0.0,0.0,,
6394,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",21.48,6,0.0,10.5252,21.48,6,3.58,3.7590000000000003,0.0,12/14/2016,0.0,0.0,0.0,0.0,,
6395,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92,4,0.0,198.46,396.92,4,99.23,104.1915,0.0,12/14/2016,0.0,0.0,0.0,0.0,,
6396,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,17.15,1,0.0,4.6305,17.15,1,17.15,18.0075,0.0,12/14/2016,0.0,0.0,0.0,0.0,,
6397,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,2,0.2,7.803,23.12,2,11.56,12.138000000000002,20.0,12/14/2016,0.0,0.0,0.0,0.0,,
6398,CA-2017-131632,10/31/2017,11/4/2017,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Dallas,Texas,75217,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,5.248,2,0.2,0.5904,5.248,2,2.624,2.7552000000000003,20.0,10/31/2017,0.0,0.0,0.0,0.0,,
6399,CA-2017-151981,8/6/2017,8/12/2017,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,3301,East,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",824.95,5,0.0,247.485,824.95,5,164.99,173.23950000000002,0.0,8/6/2017,0.0,0.0,0.0,0.0,,
6400,CA-2017-151981,8/6/2017,8/12/2017,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,3301,East,OFF-LA-10002195,Office Supplies,Labels,Avery 481,24.64,8,0.0,11.8272,24.64,8,3.08,3.2340000000000004,0.0,8/6/2017,0.0,0.0,0.0,0.0,,
6401,CA-2017-151981,8/6/2017,8/12/2017,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,3301,East,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",227.88,6,0.0,68.364,227.88,6,37.98,39.879,0.0,8/6/2017,0.0,0.0,0.0,0.0,,
6402,CA-2017-125472,5/30/2017,5/31/2017,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",241.96,2,0.0,33.8744,241.96,2,120.98,127.02900000000001,0.0,5/30/2017,0.0,0.0,0.0,0.0,,
6403,CA-2017-125472,5/30/2017,5/31/2017,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,70506,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,3.89,1,0.0,1.8672,3.89,1,3.89,4.0845,0.0,5/30/2017,0.0,0.0,0.0,0.0,,
6404,CA-2017-125472,5/30/2017,5/31/2017,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.01,3,0.0,3.0438,8.01,3,2.67,2.8035,0.0,5/30/2017,0.0,0.0,0.0,0.0,,
6405,CA-2015-156328,11/30/2015,12/5/2015,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Raleigh,North Carolina,27604,South,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665,177.48,3,59.16,62.118,20.0,11/30/2015,0.0,0.0,0.0,0.0,,
6406,CA-2017-154074,8/31/2017,9/2/2017,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,99207,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,569.568,2,0.2,7.1196,569.568,2,284.784,299.02320000000003,20.0,8/31/2017,0.0,0.0,0.0,0.0,,
6407,CA-2017-154074,8/31/2017,9/2/2017,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,99207,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",149.73,7,0.0,43.4217,149.73,7,21.389999999999997,22.4595,0.0,8/31/2017,0.0,0.0,0.0,0.0,,
6408,CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,5,0.3,-12.849,899.43,5,179.886,188.8803,30.0,5/14/2017,0.0,0.0,0.0,0.0,,
6409,CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10001446,Office Supplies,Art,Newell 309,46.2,5,0.2,5.775,46.2,5,9.24,9.702,20.0,5/14/2017,0.0,0.0,0.0,0.0,,
6410,CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,47.952,3,0.2,16.1838,47.952,3,15.984,16.7832,20.0,5/14/2017,0.0,0.0,0.0,0.0,,
6411,CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,7.992,1,0.2,0.6993,7.992,1,7.992,8.3916,20.0,5/14/2017,0.0,0.0,0.0,0.0,,
6412,CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,76.864,2,0.2,26.9024,76.864,2,38.432,40.35360000000001,20.0,5/14/2017,0.0,0.0,0.0,0.0,,
6413,CA-2017-151211,8/17/2017,8/23/2017,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,102.93,3,0.0,48.3771,102.93,3,34.31,36.0255,0.0,8/17/2017,0.0,0.0,0.0,0.0,,
6414,CA-2017-151211,8/17/2017,8/23/2017,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Louisville,Kentucky,40214,South,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,0.0,9.816,98.16,6,16.36,17.178,0.0,8/17/2017,0.0,0.0,0.0,0.0,,
6415,CA-2017-142671,11/10/2017,11/14/2017,Second Class,DR-12940,Daniel Raglin,Home Office,United States,Hollywood,Florida,33021,South,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,11.52,5,0.7,-7.68,11.52,5,2.304,2.4192,70.0,11/10/2017,0.0,0.0,0.0,0.0,,
6416,CA-2017-144750,8/21/2017,8/21/2017,Same Day,DL-13495,Dionis Lloyd,Corporate,United States,Chandler,Arizona,85224,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,83.88,1,0.2,29.358,83.88,1,83.88,88.074,20.0,8/21/2017,0.0,0.0,0.0,0.0,,
6417,CA-2016-111976,3/8/2016,3/12/2016,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,4,0.4,-25.3344,108.576,4,27.144,28.5012,40.0,3/8/2016,0.0,0.0,0.0,0.0,,
6418,CA-2016-111976,3/8/2016,3/12/2016,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,5.984,2,0.2,-1.3464,5.984,2,2.992,3.1416,20.0,3/8/2016,0.0,0.0,0.0,0.0,,
6419,CA-2016-140130,10/31/2016,11/5/2016,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133,Central,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,21.96,2,0.0,6.1488,21.96,2,10.98,11.529000000000002,0.0,10/31/2016,0.0,0.0,0.0,0.0,,
6420,CA-2016-140130,10/31/2016,11/5/2016,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133,Central,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,368.97,3,0.0,81.1734,368.97,3,122.99000000000001,129.13950000000003,0.0,10/31/2016,0.0,0.0,0.0,0.0,,
6421,CA-2016-140130,10/31/2016,11/5/2016,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133,Central,OFF-AR-10004269,Office Supplies,Art,Newell 31,12.39,3,0.0,3.4692,12.39,3,4.13,4.3365,0.0,10/31/2016,0.0,0.0,0.0,0.0,,
6422,CA-2016-140130,10/31/2016,11/5/2016,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133,Central,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",332.94,3,0.0,9.9882,332.94,3,110.98,116.52900000000001,0.0,10/31/2016,0.0,0.0,0.0,0.0,,
6423,CA-2014-159121,7/26/2014,8/1/2014,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Draper,Utah,84020,West,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,111.93,7,0.0,34.6983,111.93,7,15.99,16.7895,0.0,7/26/2014,0.0,0.0,0.0,0.0,,
6424,CA-2015-149650,10/24/2015,10/27/2015,First Class,RD-19660,Robert Dilbeck,Home Office,United States,Oakland,California,94601,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,454.272,8,0.2,-73.8192,454.272,8,56.784,59.623200000000004,20.0,10/24/2015,0.0,0.0,0.0,0.0,,
6425,CA-2017-115777,8/19/2017,8/24/2017,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,19.44,3,0.0,9.3312,19.44,3,6.48,6.804000000000001,0.0,8/19/2017,0.0,0.0,0.0,0.0,,
6426,CA-2016-143714,5/23/2016,5/27/2016,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,8399.976,4,0.4,1119.9968,8399.976,4,2099.994,2204.9937000000004,40.0,5/23/2016,0.0,0.0,0.0,0.0,,
6427,CA-2016-143714,5/23/2016,5/27/2016,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,6.294,1,0.7,-4.196,6.294,1,6.294,6.6087,70.0,5/23/2016,0.0,0.0,0.0,0.0,,
6428,CA-2016-143714,5/23/2016,5/27/2016,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,10.368,2,0.2,3.6288,10.368,2,5.184,5.4432,20.0,5/23/2016,0.0,0.0,0.0,0.0,,
6429,CA-2016-143714,5/23/2016,5/27/2016,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,122.382,3,0.4,-24.4764,122.382,3,40.794000000000004,42.83370000000001,40.0,5/23/2016,0.0,0.0,0.0,0.0,,
6430,CA-2014-165764,11/3/2014,11/7/2014,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,25.984,2,0.2,-1.624,25.984,2,12.992,13.641600000000002,20.0,11/3/2014,0.0,0.0,0.0,0.0,,
6431,CA-2014-165764,11/3/2014,11/7/2014,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,945.036,6,0.4,-299.2614,945.036,6,157.506,165.3813,40.0,11/3/2014,0.0,0.0,0.0,0.0,,
6432,CA-2014-165764,11/3/2014,11/7/2014,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,14.301,7,0.7,-10.4874,14.301,7,2.043,2.14515,70.0,11/3/2014,0.0,0.0,0.0,0.0,,
6433,CA-2014-165764,11/3/2014,11/7/2014,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540,South,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,410.352,3,0.2,-51.294,410.352,3,136.784,143.6232,20.0,11/3/2014,0.0,0.0,0.0,0.0,,
6434,CA-2015-121405,3/30/2015,4/4/2015,Standard Class,FC-14335,Fred Chung,Corporate,United States,Chicago,Illinois,60610,Central,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",23.52,5,0.2,8.526,23.52,5,4.704,4.9392,20.0,3/30/2015,0.0,0.0,0.0,0.0,,
6435,CA-2015-121405,3/30/2015,4/4/2015,Standard Class,FC-14335,Fred Chung,Corporate,United States,Chicago,Illinois,60610,Central,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5,0.2,13.572,180.96,5,36.192,38.0016,20.0,3/30/2015,0.0,0.0,0.0,0.0,,
6436,US-2017-116897,5/27/2017,5/29/2017,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,83201,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35.0,4,0.0,14.7,35.0,4,8.75,9.1875,0.0,5/27/2017,0.0,0.0,0.0,0.0,,
6437,US-2017-116897,5/27/2017,5/29/2017,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,83201,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,477.15,5,0.0,28.629,477.15,5,95.42999999999999,100.2015,0.0,5/27/2017,0.0,0.0,0.0,0.0,,
6438,US-2017-116897,5/27/2017,5/29/2017,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,83201,West,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,302.376,3,0.2,22.6782,302.376,3,100.79199999999999,105.8316,20.0,5/27/2017,0.0,0.0,0.0,0.0,,
